,latent_dim_1,latent_dim_2,latent_dim_3,latent_dim_4,latent_dim_5,latent_dim_6,latent_dim_7,latent_dim_8,latent_dim_9,latent_dim_10,latent_dim_11,latent_dim_12,latent_dim_13,latent_dim_14,latent_dim_15,latent_dim_16,latent_dim_17,latent_dim_18,latent_dim_19,latent_dim_20,latent_dim_21,latent_dim_22,latent_dim_23,latent_dim_24,latent_dim_25,latent_dim_26,latent_dim_27,latent_dim_28,latent_dim_29,latent_dim_30,latent_dim_31,latent_dim_32,latent_dim_33,latent_dim_34,latent_dim_35,latent_dim_36,latent_dim_37,latent_dim_38,latent_dim_39,latent_dim_40,latent_dim_41,latent_dim_42,latent_dim_43,latent_dim_44,latent_dim_45,latent_dim_46,latent_dim_47,latent_dim_48,latent_dim_49,latent_dim_50
GTEX-113IC-0006-SM-5NQ9C.1,-0.12756816,0.015922304,-0.010377284,-0.028382653,-0.0042502335,0.0041875467,0.08563742,0.015960086,-0.14526723,-0.0036209389,0.04944554,-0.05357581,0.018377647,-0.07405226,0.06589141,-0.044551652,-0.23725034,0.015680026,-0.03876542,0.012379085,-0.0027836715,-0.14256409,0.060774006,0.09290518,-0.05561058,-0.049832698,-0.010580585,0.016057713,0.019086791,0.015367011,-0.021354454,0.016015196,-0.069200724,0.07241888,0.01099691,1.3456585e-05,0.019057361,-0.10987827,0.018125946,0.014501531,-0.001181863,0.062385265,0.03162418,-0.060157113,-0.093834266,0.047877762,-0.026946189,-0.022546833,0.059402023,0.048830494
GTEX-111YS-0826-SM-5GZYK.1,0.07677377,-0.018806145,-0.0077747353,0.014507522,-0.019620083,0.0029265129,-0.08910664,-0.058381103,0.0900017,0.059364036,-0.018215915,0.037677534,-0.025034437,0.0036912495,-0.014600902,0.051496774,-0.118519,-0.10325203,0.016698735,0.03749875,0.016595617,0.06636757,0.027041402,0.059491303,0.015484907,0.05033841,-0.02537771,-0.012989032,-0.012508958,-0.0057890485,-0.009432673,-0.014627526,0.041436795,-0.06818815,-0.025061212,0.030999238,0.021122763,0.08710777,0.00862695,-0.03639258,-0.068157606,0.027164577,-0.016303318,0.014926285,0.025431767,-0.033222076,0.013217885,0.029827163,-0.03835153,0.103346154
GTEX-111VG-2226-SM-5N9DU.1,0.06131075,-0.033614703,0.03062281,0.020904202,-0.038885873,-0.03846412,-0.03796708,-0.0677278,-0.028351862,0.044041324,-0.03233216,0.04180574,-0.042640552,-0.05612199,0.02817459,0.05186513,-0.12868053,-0.052078918,0.01391848,-0.03712994,0.08789272,-0.0005038007,-0.010692754,0.0053957542,-0.022547131,0.00806706,-0.070990115,-0.058181677,-0.0024620295,0.025212923,-0.05517017,-0.05579367,0.05421856,-0.027778687,-0.07649008,0.0035823253,-0.02089427,0.085659154,0.019635161,0.0049374853,-0.06048776,0.11653387,-0.041011117,0.08961413,-0.01669541,-0.051671885,-0.04233238,0.061860863,-0.020080857,0.0576299
GTEX-111YS-0726-SM-5GZY8.1,-0.0010664065,-0.02010835,0.047208905,0.059194036,-0.0253605,-0.02941503,-0.07408364,0.03759739,0.047170926,-0.024604224,0.0032402205,0.06860692,-0.07413631,-0.011195688,-0.016519811,-0.02466276,0.01083185,0.031834345,0.018112224,0.029117255,0.056678243,-0.008153902,-0.04429903,-0.06992379,-0.032270357,0.06691241,-0.014791627,-0.037725855,0.07518077,0.010648934,-0.069782436,-0.06492978,0.015300636,-0.012941679,0.05166173,-0.047230177,0.0032421204,0.008801729,-0.00077814795,-0.05854405,-0.027756615,-0.04122777,-0.076203786,-0.027557025,0.025655745,-0.022364173,-0.010711172,0.116541006,-0.07098135,0.030805916
GTEX-111YS-2326-SM-5987L.1,0.07178193,-0.027404474,-0.020126818,0.0035778673,0.03175314,0.034168385,-0.07747024,0.01045405,0.11686723,0.0077323276,0.0114791915,-0.03815994,-0.027996654,0.06492599,-0.03088725,0.047701754,0.12793216,0.0188698,-0.028605917,0.023956439,-0.041580025,0.088364094,-0.012290724,-0.0163316,0.07850129,0.021916332,0.04576802,0.042616773,-0.04068777,-0.0083305165,0.048587095,0.02773665,-0.014868029,-0.0073752375,0.03340605,0.025074907,-0.017354937,0.047841735,0.0030968583,0.035050403,-0.01745255,-0.052477445,0.0335208,0.01985926,0.024212763,0.016584184,0.04818821,-0.040519815,0.020244969,-0.020922374
GTEX-111YS-0926-SM-5EGGI.1,-0.16657028,0.10381209,0.014602814,-0.009599393,-0.052414775,-0.05116757,0.1260569,0.041506954,0.035920817,0.011152577,-0.056648605,-0.00032722592,0.08382257,-0.030733816,0.06603292,-0.04860319,0.041063834,0.005117897,0.03640587,0.024673795,0.01578878,-0.07299371,0.1251197,-0.03320112,-0.06189467,0.067402065,-0.028927537,-0.07126365,0.07277644,-0.028886989,-0.016478652,-0.028622715,0.048115775,-0.008494487,-0.05373006,0.029927088,0.07470151,-0.086577035,-0.030538313,-0.11904697,0.103873104,-0.16509318,-0.02869561,-0.06249674,0.011952077,-0.0072123916,0.018347122,0.04808662,-0.04859172,-0.05378254
GTEX-111VG-0526-SM-5N9BW.1,-0.026426217,-0.00027608784,0.06599393,0.029174604,-0.025486382,-0.038114607,-0.056098472,0.007879143,-0.07026822,0.0037834104,-0.034638688,0.05735357,0.0006172599,-0.07593598,0.010905421,-0.021165939,-0.051933736,0.04151786,0.052997403,0.01519558,0.10103915,-0.060527626,-0.01411453,-0.05743169,-0.029721802,-0.01677388,-0.047565635,-0.03638009,0.070811264,0.061261665,-0.1024439,-0.08427259,-0.0037918058,0.04979414,0.03502431,-0.056806836,0.028401226,-0.03627152,-0.026364287,-0.04728909,-0.016194873,0.068990685,-0.081665196,0.055047654,-0.020729354,-0.047762286,-0.06492256,0.10873829,-0.049964003,0.0058810813
GTEX-1122O-0226-SM-5N9DA.1,0.019611903,0.028212966,0.062146854,0.042147122,-0.01885377,-0.052162807,-0.044285785,-0.0024482044,0.032494273,-0.022193868,-0.064724855,0.040167462,0.0040653897,-0.020336654,-0.024568882,-0.045053862,0.054151565,-0.001075208,0.05912073,0.020912183,0.053147554,-0.021597307,-0.027260955,-0.02607764,-0.014257255,0.017822688,-0.0022998443,-0.041135028,0.082310855,0.053468924,-0.06979082,-0.06535727,0.047037497,0.022016047,0.062619634,-0.05949106,0.039339695,0.042978242,-0.01795236,-0.07459419,0.03697055,0.06063883,-0.09195358,0.029411687,0.017214915,-0.07091345,-0.046371154,0.06868054,-0.07288931,-0.04138484
GTEX-111FC-1026-SM-5GZX1.1,0.0016466351,-0.038150877,0.054714765,0.053439405,-0.051462285,-0.04674516,-0.079184234,-0.024402652,-0.016462008,-0.064790085,-0.02412607,0.08109765,-0.05364839,-0.051927406,0.000918083,-0.009630862,0.01895384,0.0032612097,0.04539542,0.100081496,0.0845093,-0.04050216,-0.07142523,-0.09560676,-0.0097515015,0.010540312,-0.011683689,-0.04906691,0.06632766,-0.029655196,-0.12083974,-0.097404376,0.007927665,0.06403165,0.055088937,-0.054323208,0.024008822,0.033535667,-0.04396376,-0.03615518,-0.056145646,0.0029388473,-0.0911092,0.049870085,0.077041745,-0.027207717,-0.044667494,0.14202374,-0.056504726,-0.009935469
GTEX-1128S-2726-SM-5H12C.1,0.12183012,0.0061368,0.027683064,0.08238065,-0.0348525,-0.055849377,-0.016768616,-0.052335937,-0.021177033,-0.011767638,-0.045763172,0.1071394,-0.10071112,-0.033874877,-0.06960895,-0.039361905,0.07639509,-0.0040355795,0.07677089,-0.0035722214,0.07789275,0.07408763,-0.12387101,0.006692251,0.02617487,0.053200062,-0.055092383,-0.046448454,0.03704097,-0.04516582,-0.08289601,-0.12915024,0.040196214,-0.12364018,-0.04119375,-0.13163784,0.004230049,0.05994061,-0.060188312,-0.0064896876,-0.0018956956,-0.049901262,-0.081361234,0.04163902,0.10889554,-0.056565847,-0.014448253,0.10473749,-0.057388194,0.019642722
