,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10
GTEX-113IC-0006-SM-5NQ9C.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GTEX-111YS-0826-SM-5GZYK.1,0.0,0.0,1.0,1.95387e-36,0.0,0.0,2.192e-42,0.0,0.0,1.0706695e-28
GTEX-111VG-2226-SM-5N9DU.1,1.8778995e-22,0.0,7.301658e-31,6.181987e-23,0.0,0.0,1.0,0.0,0.0,6.136401e-32
GTEX-111YS-0726-SM-5GZY8.1,1.0,0.0,0.0,0.0,0.0,0.0,6.585588e-38,0.0,0.0,0.0
GTEX-111YS-2326-SM-5987L.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111YS-0926-SM-5EGGI.1,2.5398222e-31,0.0,5.1087133e-29,2.7176176e-23,0.0,0.0,1.0,0.0,0.0,2.4797465e-32
GTEX-111VG-0526-SM-5N9BW.1,1.0,0.0,0.0,0.0,0.0,0.0,5.6463937e-32,0.0,0.0,0.0
GTEX-1122O-0226-SM-5N9DA.1,1.0,0.0,0.0,2e-43,0.0,0.0,2.888946e-12,0.0,0.0,0.0
GTEX-111FC-1026-SM-5GZX1.1,1.5005626e-26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-1128S-2726-SM-5H12C.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-111CU-2026-SM-5GZZC.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111YS-0326-SM-5GZZ3.1,0.0,0.0,0.0,0.0,0.4745411,0.0,0.0,0.0,0.5254615,0.0
GTEX-111FC-0126-SM-5N9DL.1,1.0,0.0,0.0,1.2727468e-36,0.0,0.0,2.2705343e-07,0.0,0.0,0.0
GTEX-111CU-1426-SM-5GZYP.1,1.0,0.0,0.0,2.16e-43,0.0,0.0,1.4225362e-12,0.0,0.0,0.0
GTEX-1117F-3226-SM-5N9CT.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-113JC-0006-SM-5O997.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-1117F-0226-SM-5GZZ7.1,3.8848974e-17,0.0,2.2371266e-35,9.453823e-20,0.0,0.0,1.0,0.0,0.0,1.3826172e-38
GTEX-111FC-0326-SM-5GZZ1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111CU-0726-SM-5GZYD.1,6.032344e-35,0.0,1.1604033e-26,3.527011e-18,0.0,0.0,1.0,0.0,0.0,1.2528436e-27
GTEX-111YS-1626-SM-5GZZ9.1,0.0,0.0,4.265212e-32,1.0,0.0,0.0,1.039016e-20,0.0,0.0,2.1713484e-38
GTEX-111FC-0626-SM-5N9CU.1,0.0,0.0,2.8787892e-29,5.35e-43,0.0,0.0,4.806e-42,0.0,0.0,1.0
GTEX-1128S-0005-SM-5P9HI.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111CU-0826-SM-5EGIJ.1,0.0,0.0,1.0,6.658452e-27,0.0,0.0,7.695236e-27,0.0,0.0,4.8579915e-27
GTEX-111CU-1226-SM-5EGIN.1,0.0,0.0,1.0,6.6012644e-21,0.0,0.0,8.890177e-17,0.0,0.0,2.4091585e-20
GTEX-111CU-0626-SM-5EGHL.1,0.0,0.0,1.0,1.7495738e-37,0.0,0.0,2.4e-44,0.0,0.0,4.548243e-28
