,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10
GTEX-113IC-0006-SM-5NQ9C.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GTEX-111YS-0826-SM-5GZYK.1,0.0,0.0,1.0,1.2058371e-26,7e-45,0.0,1.3431635e-32,0.0,7e-45,7.3473187e-22
GTEX-111VG-2226-SM-5N9DU.1,2.6443272e-06,0.0,1.760851e-35,1.21796126e-29,0.0,0.0,1.0,0.0,0.0,3.3434163e-30
GTEX-111YS-0726-SM-5GZY8.1,3.4335615e-05,0.0,0.0,0.0,0.0,0.9999695,1.2259765e-33,0.0,0.0,0.0
GTEX-111YS-2326-SM-5987L.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111YS-0926-SM-5EGGI.1,5.98969e-14,0.0,3.2160996e-33,9.4668394e-30,0.0,0.0,1.0,0.0,0.0,1.7687252e-30
GTEX-111VG-0526-SM-5N9BW.1,3.0737353e-09,0.0,0.0,0.0,0.0,1.0,1.3755705e-34,0.0,0.0,0.0
GTEX-1122O-0226-SM-5N9DA.1,1.0,0.0,0.0,0.0,0.0,0.0,4.802246e-16,0.0,0.0,0.0
GTEX-111FC-1026-SM-5GZX1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-1128S-2726-SM-5H12C.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-111CU-2026-SM-5GZZC.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111YS-0326-SM-5GZZ3.1,0.0,0.0,0.0,0.0,0.4745411,0.0,0.0,0.0,0.5254615,0.0
GTEX-111FC-0126-SM-5N9DL.1,1.0,0.0,0.0,0.0,0.0,0.0,3.584334e-16,0.0,0.0,0.0
GTEX-111CU-1426-SM-5GZYP.1,1.0,0.0,0.0,0.0,0.0,0.0,1.4999391e-18,0.0,0.0,0.0
GTEX-1117F-3226-SM-5N9CT.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-113JC-0006-SM-5O997.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-1117F-0226-SM-5GZZ7.1,1.0,0.0,2.255e-42,9.854057e-31,0.0,0.0,1.0046847e-06,0.0,0.0,4.3491753e-37
GTEX-111FC-0326-SM-5GZZ1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111CU-0726-SM-5GZYD.1,2.4668811e-14,0.0,2.2008564e-27,1.6048945e-20,0.0,0.0,1.0,0.0,0.0,6.3487277e-24
GTEX-111YS-1626-SM-5GZZ9.1,4.0667804e-29,0.0,3.9944026e-25,1.0,0.0,0.0,5.717533e-16,0.0,0.0,3.9726421e-25
GTEX-111FC-0626-SM-5N9CU.1,0.0,0.0,1.8099249e-21,1.1093012e-28,0.0,0.0,5.172726e-27,0.0,0.0,1.0
GTEX-1128S-0005-SM-5P9HI.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111CU-0826-SM-5EGIJ.1,9.510826e-36,0.0,1.0,5.3467003e-22,0.0,0.0,3.0900715e-20,0.0,0.0,1.7873204e-18
GTEX-111CU-1226-SM-5EGIN.1,9.964184e-28,0.0,1.0,1.5298028e-18,0.0,0.0,4.0684975e-09,0.0,0.0,3.5389555e-16
GTEX-111CU-0626-SM-5EGHL.1,0.0,0.0,1.0,4.464562e-28,1.61294e-40,0.0,1.3807573e-37,0.0,1.78601e-40,3.7775516e-20
