,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10
GTEX-113IC-0006-SM-5NQ9C.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GTEX-111YS-0826-SM-5GZYK.1,0.0,0.0,1.0,1.8633872e-20,3.2418e-41,0.0,0.0,0.0,3.5896e-41,0.0
GTEX-111VG-2226-SM-5N9DU.1,0.96343845,0.0,2.673769e-32,4.2511028e-29,0.0,0.0,0.036568675,0.0,0.0,3.012559e-39
GTEX-111YS-0726-SM-5GZY8.1,1.0,0.0,0.0,0.0,0.0,0.0,1.6162323e-17,0.0,0.0,0.0
GTEX-111YS-2326-SM-5987L.1,0.0,1.0,6.7687654e-31,0.0,6.2943606e-13,0.0,0.0,0.0,6.9697736e-13,0.0
GTEX-111YS-0926-SM-5EGGI.1,6.1180327e-16,0.0,2.169368e-39,1.4149805e-35,0.0,0.0,1.0,0.0,0.0,0.0
GTEX-111VG-0526-SM-5N9BW.1,3.5100891e-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GTEX-1122O-0226-SM-5N9DA.1,1.0,0.0,0.0,0.0,0.0,0.0,5.918336e-26,0.0,0.0,0.0
GTEX-111FC-1026-SM-5GZX1.1,1.0,0.0,0.0,0.0,0.0,0.0,4.2609095e-06,0.0,0.0,0.0
GTEX-1128S-2726-SM-5H12C.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-111CU-2026-SM-5GZZC.1,0.0,1.0,0.0,0.0,2.245757e-39,0.0,0.0,0.0,2.486739e-39,0.0
GTEX-111YS-0326-SM-5GZZ3.1,0.0,0.0,0.0,0.0,0.4745411,0.0,0.0,0.0,0.5254615,0.0
GTEX-111FC-0126-SM-5N9DL.1,1.0,0.0,0.0,0.0,0.0,0.0,3.0370827e-22,0.0,0.0,0.0
GTEX-111CU-1426-SM-5GZYP.1,3.936109e-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GTEX-1117F-3226-SM-5N9CT.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-113JC-0006-SM-5O997.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-1117F-0226-SM-5GZZ7.1,1.11950494e-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GTEX-111FC-0326-SM-5GZZ1.1,0.0,1.0,0.0,0.0,3.2883728e-35,0.0,0.0,0.0,3.6412298e-35,0.0
GTEX-111CU-0726-SM-5GZYD.1,1.9010918e-17,0.0,1.3320663e-38,1.999239e-33,0.0,0.0,1.0,0.0,0.0,1e-45
GTEX-111YS-1626-SM-5GZZ9.1,0.0,0.0,4.4972325e-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111FC-0626-SM-5N9CU.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GTEX-1128S-0005-SM-5P9HI.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111CU-0826-SM-5EGIJ.1,0.0,0.0,1.0,3.4942164e-17,1e-45,0.0,1.7470128e-37,0.0,1e-45,1.1217772e-37
GTEX-111CU-1226-SM-5EGIN.1,2.420129e-35,0.0,1.0,1.6269883e-11,1.8e-44,0.0,1.681391e-39,0.0,2.1e-44,0.0
GTEX-111CU-0626-SM-5EGHL.1,0.0,0.0,1.0,4.141849e-23,1.2e-43,0.0,0.0,0.0,1.33e-43,0.0
