,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10
GTEX-113IC-0006-SM-5NQ9C.1,1.1578735e-12,0.0,0.0,0.0,0.0,1.34743e-40,2.4144291e-21,1.0,0.0,5.1202753e-32
GTEX-111YS-0826-SM-5GZYK.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111VG-2226-SM-5N9DU.1,1.0,0.0,0.0,0.0,0.0,9.806782e-21,1.5394516e-09,7.820273e-10,0.0,7.768532e-19
GTEX-111YS-0726-SM-5GZY8.1,1.4161322e-18,0.0,0.0,0.0,0.0,1.0,0.0,9.395984e-33,0.0,0.0
GTEX-111YS-2326-SM-5987L.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111YS-0926-SM-5EGGI.1,2.2731494e-09,0.0,0.0,1.9708841e-37,0.0,0.0,1.0,1.3267663e-09,0.0,2.7700932e-11
GTEX-111VG-0526-SM-5N9BW.1,1.1817024e-26,0.0,0.0,0.0,0.0,1.0,0.0,1.8e-44,0.0,0.0
GTEX-1122O-0226-SM-5N9DA.1,2.0093294e-05,0.0,0.0,0.0,0.0,2.7440502e-20,1.577222e-16,0.99998474,0.0,2.425938e-24
GTEX-111FC-1026-SM-5GZX1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-1128S-2726-SM-5H12C.1,4e-45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-111CU-2026-SM-5GZZC.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111YS-0326-SM-5GZZ3.1,0.0,0.0,0.0,0.0,0.4745411,0.0,0.0,0.0,0.5254615,0.0
GTEX-111FC-0126-SM-5N9DL.1,0.75449413,0.0,0.0,0.0,0.0,2.107647e-13,3.0125005e-10,0.24549845,0.0,3.7648147e-23
GTEX-111CU-1426-SM-5GZYP.1,1.0,0.0,0.0,0.0,0.0,5.7556827e-06,7.273199e-29,3.7112275e-16,0.0,3.1881e-41
GTEX-1117F-3226-SM-5N9CT.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GTEX-113JC-0006-SM-5O997.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-1117F-0226-SM-5GZZ7.1,1.0,0.0,0.0,0.0,0.0,9.534896e-09,4.4695523e-29,9.173021e-15,0.0,4.9605e-41
GTEX-111FC-0326-SM-5GZZ1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111CU-0726-SM-5GZYD.1,3.5017678e-10,0.0,0.0,8.930212e-33,0.0,3e-44,1.0,1.539856e-10,0.0,3.4818108e-12
GTEX-111YS-1626-SM-5GZZ9.1,0.0,0.0,1.5307526e-35,1.0,0.0,0.0,7.214191e-25,9.22e-43,0.0,5.7350954e-16
GTEX-111FC-0626-SM-5N9CU.1,2.511517e-15,0.0,0.0,6.6097965e-24,0.0,0.0,5.52137e-07,3.5697916e-14,0.0,1.0
GTEX-1128S-0005-SM-5P9HI.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111CU-0826-SM-5EGIJ.1,0.0,0.0,1.0,1.4952952e-17,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111CU-1226-SM-5EGIN.1,0.0,0.0,1.0,1.00899355e-22,0.0,0.0,0.0,0.0,0.0,0.0
GTEX-111CU-0626-SM-5EGHL.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
