,p_value,q_value,log2_fold_change
ENSG00000000003,0.6309338224857448,0.7422018074494684,-0.08324853966016932
ENSG00000000419,0.0020967447939033907,0.008472874038304668,0.4334241697288534
ENSG00000000457,5.083172490833156e-09,9.608357138446682e-08,-0.7286658108134945
ENSG00000000460,1.967136019687291e-06,1.875831690988617e-05,-0.6445645656676321
ENSG00000000938,0.08833383160481385,0.17231559259989793,1.0385933504616516
ENSG00000000971,0.04067873501995299,0.09356234683789373,1.6462997894662676
ENSG00000001036,0.6188330579132658,0.7325374233186119,0.12376366065785287
ENSG00000001084,0.1780576083652139,0.296033940908568,0.5691908361863862
ENSG00000001167,0.3197125024571815,0.45820586712196715,-0.1702429890015873
ENSG00000001460,0.36889781219460427,0.5071749042494583,-0.1841340549799726
ENSG00000001461,0.8353423717790437,0.8937239353288935,0.11876762509986405
ENSG00000001497,0.04640278868814448,0.10376362971174179,-0.2498658195819979
ENSG00000001561,3.473750824966149e-08,5.205384158739516e-07,-1.343274305904
ENSG00000001617,1.0026740396010357e-05,8.366851439696037e-05,-1.4611661084161944
ENSG00000001626,0.014436239460183842,0.04121675038517124,3.5301061325304257
ENSG00000001629,0.1274961515998454,0.2281421405669987,-0.17237214116170596
ENSG00000001630,0.9916323554070248,0.9954731606854954,0.09234902051619723
ENSG00000001631,4.5886210448028755e-06,4.032301502202881e-05,0.5606942752439994
ENSG00000002016,6.934716342577248e-05,0.0004723026974059813,1.147310853745962
ENSG00000002330,0.004545693815559154,0.015995301059001557,-0.4199410033263142
ENSG00000002549,0.5061838534906529,0.6357286986402526,0.2672986740059289
ENSG00000002586,0.300702948809177,0.4388136007164388,0.4231944435076275
ENSG00000002587,0.08795148184293518,0.17174060331024116,1.3652715646769922
ENSG00000002822,0.0011127661164885127,0.004987857750555642,-0.6055492949866852
ENSG00000002834,2.4153332238072118e-29,3.3939989026989075e-27,-1.7784734670202045
ENSG00000002919,0.9141130452331526,0.9473231009457225,0.0328801405999587
ENSG00000002933,0.39309783417301153,0.5315653418072634,0.9048894900323439
ENSG00000003056,0.028917917412821417,0.07131330792449918,0.3041795039745807
ENSG00000003096,0.00028952982775579616,0.0016079592783081968,1.9358622340891496
ENSG00000003137,0.16293287644829393,0.2770045978880837,2.2097429307909886
ENSG00000003147,2.7781921406613337e-09,5.510142734374243e-08,-1.4941054469218111
ENSG00000003249,0.1609518665080728,0.27426816744511434,-0.5241109484067199
ENSG00000003393,0.47573516399294785,0.6089786238978135,0.1248765539803856
