,latent_dim_1,latent_dim_2,latent_dim_3,latent_dim_4,latent_dim_5,latent_dim_6,latent_dim_7,latent_dim_8,latent_dim_9,latent_dim_10,latent_dim_11,latent_dim_12,latent_dim_13,latent_dim_14,latent_dim_15,latent_dim_16,latent_dim_17,latent_dim_18,latent_dim_19,latent_dim_20,latent_dim_21,latent_dim_22,latent_dim_23,latent_dim_24,latent_dim_25,latent_dim_26,latent_dim_27,latent_dim_28,latent_dim_29,latent_dim_30,latent_dim_31,latent_dim_32,tissue
1608,0.004864341579377651,0.03774221986532211,-0.04374609515070915,-0.024284154176712036,0.06387639790773392,-0.06395414471626282,-0.054511748254299164,-0.07835955917835236,0.04478942230343819,0.013592972420156002,-0.01666269078850746,-0.008928785100579262,-0.027907676994800568,0.054213277995586395,-0.005578856915235519,0.05712941288948059,0.009684372693300247,0.005388731136918068,0.012078807689249516,-0.07813245058059692,-0.02865394949913025,0.012630535289645195,0.052464600652456284,0.010937764309346676,-0.05469461530447006,-0.06354186683893204,-0.015161214396357536,-0.07715163379907608,0.009650662541389465,0.014425607398152351,-0.0486626997590065,-0.02320071868598461,testis
1570,0.019124159589409828,0.047984395176172256,0.026929007843136787,-0.010242199525237083,0.0866163820028305,-0.046024780720472336,-0.01987210288643837,-0.03423971310257912,0.07718051970005035,0.01679965667426586,-0.011380144394934177,-0.04641622304916382,-0.07023411244153976,0.011139187961816788,-0.03891458734869957,0.05922496318817139,-0.09750134497880936,0.030395163223147392,-0.1065707877278328,-0.0033406843431293964,0.01481391116976738,-0.045007187873125076,-0.0015291809104382992,-0.018167980015277863,0.026015963405370712,0.00029112922493368387,-0.028989985585212708,-0.036369577050209045,-0.0017311850097030401,-0.013814002275466919,-0.015165245160460472,-0.028116855770349503,prostate
324,-0.0030596707947552204,-0.06761861592531204,0.0014582076109945774,-0.043982792645692825,0.0022712228819727898,0.0492904894053936,0.010677950456738472,0.056395769119262695,-0.03284434229135513,-0.036041755229234695,0.023943692445755005,0.0064428457990288734,-0.006336341146379709,0.021668842062354088,-0.017951378598809242,-0.040550366044044495,-0.04812191054224968,-0.029786188155412674,-0.019995421171188354,-0.00013359352305997163,-0.005873506888747215,0.015077140182256699,0.013986246660351753,0.05782404914498329,0.06419754028320312,-0.007698506116867065,-0.03410523757338524,0.006081037689000368,0.00655923830345273,-0.01964239776134491,-0.006911083124577999,-0.0186882596462965,artery_tibial
128,0.0008611128432676196,-0.01285773515701294,-0.03013322874903679,-0.00217699958011508,-0.006430945824831724,-0.037198662757873535,0.014784078113734722,-0.03196460008621216,-0.038002051413059235,-0.012362896464765072,0.005021149758249521,-0.027953099459409714,0.03790963441133499,-0.05441003292798996,-0.02090851590037346,-0.04634101316332817,0.022484488785266876,0.050693973898887634,-0.020736662670969963,-0.000145784200867638,-0.07501475512981415,0.019099658355116844,0.00014217464195098728,0.029896346852183342,0.020258735865354538,0.011772298254072666,0.007626132108271122,0.021735120564699173,0.03068629652261734,-0.05464358627796173,0.06717149168252945,0.04359237849712372,adipose_subcutaneous
196,-0.046493466943502426,-0.08722013980150223,0.0022188390139490366,0.04013270139694214,-0.04548180475831032,0.0031134907621890306,0.02237815409898758,0.07667132467031479,-0.02639675699174404,-0.041313286870718,0.05573824420571327,0.000704157049767673,-0.017795326188206673,0.0473494753241539,-0.035634443163871765,-0.021855980157852173,-0.009111981838941574,-0.0841747373342514,-0.016100775450468063,0.022990688681602478,0.0442386269569397,-0.05628928914666176,-0.02008732222020626,0.01240084134042263,-0.02852471172809601,0.008762314915657043,-0.04149116203188896,0.02241433784365654,-0.03737816959619522,0.001864928868599236,-0.0022631543688476086,0.039992570877075195,muscle_skeletal
1839,-0.049129147082567215,0.08171585947275162,0.013786030933260918,-0.0018961747409775853,-0.03207625821232796,-0.07430923730134964,-0.05926356464624405,-0.023915715515613556,0.0827224999666214,0.032409682869911194,0.04291946068406105,-0.04114238917827606,0.006904349662363529,-0.037962429225444794,0.03462521731853485,0.06180770695209503,-0.005199238657951355,0.055544786155223846,-0.038112230598926544,-0.02780153416097164,-0.007406444754451513,0.06248997151851654,0.07110793888568878,-0.0209670327603817,-0.0509437620639801,0.026943974196910858,0.038311295211315155,-0.03807029128074646,0.01144240889698267,-0.0654415637254715,0.05961725860834122,0.022191433236002922,cells_ebv-transformed_lymphocytes
1035,0.08906465768814087,0.011073397472500801,-0.05614449083805084,-0.022797966375947,0.02270471677184105,-0.061510708183050156,-0.035838037729263306,-0.024895455688238144,0.03461477532982826,0.017658673226833344,-0.041192859411239624,0.008853963576257229,0.049648940563201904,0.021327078342437744,-0.0018825489096343517,0.04326445609331131,0.028063764795660973,0.045631829649209976,0.06526657938957214,-0.04701322317123413,-0.03425946831703186,0.01186825055629015,0.06333780288696289,-0.03460776060819626,-0.008498511277139187,-0.09679766744375229,0.04162351414561272,-0.07075055688619614,0.04512138292193413,0.05778823420405388,-0.016928626224398613,0.02294512651860714,brain_cerebellum
1646,0.04583825170993805,0.05206114798784256,-0.02983764186501503,-0.06606606394052505,0.029965216293931007,-0.02071305736899376,-0.06514891237020493,-0.056085556745529175,0.012942654080688953,0.026116129010915756,-0.0452277734875679,0.03608154505491257,0.005307364743202925,0.03674349933862686,0.0002515421365387738,0.06131254509091377,0.02083064429461956,0.021867329254746437,0.006877756677567959,-0.09541603922843933,-0.03731955960392952,0.03774869441986084,0.08021391183137894,-0.031337764114141464,-0.05928482115268707,-0.03527331352233887,0.02274334616959095,-0.07575780898332596,0.04313035309314728,0.029081059619784355,-0.0016403207555413246,-0.013647804036736488,testis
438,0.010781567543745041,-0.00029243199969641864,0.018274957314133644,0.04116276279091835,-0.06354579329490662,-0.021227587014436722,-0.014567757025361061,-0.006286303978413343,0.00023718347074463964,-0.02322220802307129,0.013341940008103848,-0.04063615947961807,-0.01959291286766529,-0.06813492625951767,-0.026253612712025642,-0.02174832485616207,-0.007721979171037674,0.03413199633359909,-0.05920393764972687,0.07811292260885239,0.05500157177448273,-0.055912215262651443,0.042692963033914566,0.009094176813960075,-0.0017682886682450771,-0.010789218358695507,-0.04960954934358597,-0.02068963646888733,0.025218283757567406,0.014513787813484669,-0.02374200150370598,0.031021585687994957,heart_left_ventricle
1331,-0.020383838564157486,-0.03204385191202164,-0.01649315468966961,-0.013005495071411133,-0.0036590234376490116,-0.01862788200378418,-0.010967900045216084,-0.028035202994942665,0.005999445915222168,-0.020590737462043762,-0.011818155646324158,0.04003126546740532,-0.007084258366376162,0.05526532605290413,0.012045332230627537,0.033397141844034195,0.04048158600926399,-0.04320945963263512,-0.00783504731953144,0.06533379852771759,-0.02859455719590187,-0.0356413833796978,-0.0008520583505742252,-0.0035449424758553505,0.05102407559752464,-0.045891717076301575,0.019392235204577446,-0.019915608689188957,-0.0047983736731112,0.007350225001573563,0.0006903052562847733,0.015674758702516556,esophagus_mucosa
1099,0.010302456095814705,0.03344586864113808,0.0015987568767741323,-0.0024608031380921602,0.0393240749835968,-0.03147420659661293,0.021842410787940025,-0.02347525767982006,0.04100901633501053,0.027194393798708916,-0.012135462835431099,0.07068078964948654,-0.05923900008201599,0.03538059443235397,-0.01490060891956091,0.026690583676099777,-0.07160650938749313,0.06527214497327805,-0.010422073304653168,-0.08887262642383575,0.077635258436203,0.019098754972219467,0.011360876262187958,-0.019596558064222336,-0.039334554225206375,0.050890855491161346,-0.013651181012392044,-0.04165313020348549,0.006371956784278154,-0.017141178250312805,-0.029952581971883774,0.01681634783744812,thyroid
331,0.030723536387085915,-0.06366290897130966,-0.03409111127257347,0.023911699652671814,-0.01621326245367527,-0.007450195495039225,0.03413783386349678,0.02105885185301304,-0.02317809872329235,-0.03899127617478371,0.020200494676828384,0.07178366929292679,0.033704373985528946,-0.025806091725826263,-0.017512647435069084,-0.02487616427242756,-0.020653441548347473,-0.04404519125819206,-0.010600060224533081,0.017719753086566925,0.04828402400016785,-0.03577958419919014,0.02223227359354496,0.030902111902832985,0.07809079438447952,0.002320569008588791,-0.02600470930337906,-0.02275986410677433,0.008826563134789467,-0.03721027076244354,-0.004902659449726343,-0.05509660392999649,artery_tibial
1264,-0.0017899658996611834,0.00048824644181877375,0.02825312316417694,-0.018168993294239044,0.007867923006415367,0.026577522978186607,-0.0004839222820010036,0.03240641951560974,0.030599189922213554,-0.05590910091996193,-0.058279477059841156,0.03109053149819374,0.02857772260904312,0.10177545249462128,0.03996966779232025,0.003580761142075062,-0.00710895424708724,-0.028971290215849876,0.0016983298119157553,-0.08837170898914337,-0.009126730263233185,0.06570876389741898,-0.026838429272174835,0.02315685525536537,0.022039199247956276,0.01155997533351183,-0.04358496144413948,-0.0460149385035038,-0.01723574660718441,0.04677034169435501,-0.004185054451227188,-0.029141968116164207,pancreas
533,-0.0076138414442539215,-0.004914958495646715,-0.02300422079861164,-0.02128044329583645,0.04174631088972092,0.01059347577393055,-0.06217681244015694,-0.10089366883039474,0.028460804373025894,-0.0209761131554842,-0.06818169355392456,-0.03208373859524727,-0.018444104120135307,-0.06645161658525467,-0.0665040984749794,0.04701485112309456,0.02953500859439373,0.01110183447599411,-0.08819285035133362,-0.023171816021203995,-0.04658617824316025,0.03586021065711975,0.01614239625632763,0.027571432292461395,-0.015232634730637074,0.05589890107512474,0.014922011643648148,-0.005614761263132095,-0.08212458342313766,-0.009683730080723763,0.014896376058459282,-0.0033905385062098503,breast_mammary_tissue
1306,0.00656610494479537,-0.06323697417974472,0.01259265374392271,-0.046572763472795486,0.028655927628278732,-0.0010916597675532103,0.0748661682009697,0.027055412530899048,0.016796506941318512,-0.07234303653240204,-0.04812726378440857,0.08321934938430786,0.002221002010628581,0.03257878124713898,-0.030786598101258278,-0.03945205360651016,-0.10930489748716354,-0.03745681792497635,-0.029779136180877686,-0.03372781351208687,0.05275141820311546,-0.03505754470825195,0.028636256232857704,0.024544576182961464,0.016575513407588005,0.05036122351884842,0.05100177228450775,-0.03154139220714569,0.06757210940122604,-0.02153417281806469,0.020259568467736244,-0.025228969752788544,esophagus_gastroesophageal_junction
471,0.04115137830376625,-0.02216109074652195,0.03275759890675545,0.013990060426294804,-0.03495992720127106,0.00774429040029645,-0.007328472100198269,0.04632674902677536,0.030246054753661156,0.021644195541739464,-0.00036399089731276035,-0.03109004907310009,-0.039872173219919205,-0.021354110911488533,0.006982358638197184,-0.009639617055654526,-0.013879827223718166,-0.03949681296944618,-0.044425494968891144,0.04647223651409149,0.027953792363405228,-0.060876235365867615,0.07712054252624512,-0.026143237948417664,0.03066711686551571,-0.019127732142806053,-0.015556725673377514,0.013491378165781498,0.015450937673449516,0.02541152574121952,0.03919791430234909,0.03270335495471954,heart_left_ventricle
135,0.01589031144976616,-0.04334845766425133,-0.0921776294708252,0.041715074330568314,0.025764763355255127,0.035995546728372574,-0.05002378672361374,-0.012543699704110622,-0.01903688907623291,-0.03868606686592102,-0.029692335054278374,0.04595491662621498,0.03606761246919632,-0.07442107051610947,-0.015236658044159412,0.045778729021549225,0.0022489000111818314,0.032707396894693375,0.0007671824423596263,-0.040012385696172714,-0.03702566772699356,-0.050018131732940674,-0.006479949690401554,0.025675293058156967,0.026965327560901642,-0.07543933391571045,-0.005623457487672567,0.06262916326522827,-0.007138601969927549,-0.027215585112571716,0.04183831438422203,0.006456686183810234,adipose_visceral_omentum
1642,0.056940965354442596,0.06433268636465073,-0.03133663535118103,-0.031019683927297592,0.037454720586538315,-0.05031626299023628,-0.014554576016962528,-0.05381855368614197,0.011818520724773407,0.02130885422229767,-0.04247409105300903,0.04690141975879669,-0.007414532825350761,0.01708875596523285,0.032800089567899704,0.0931938961148262,-0.006461788900196552,0.061473362147808075,-0.012093856930732727,-0.06995470821857452,0.053024355322122574,0.005442607216536999,0.04874289035797119,0.0007108802092261612,-0.05460747703909874,-0.04939764365553856,0.0257102157920599,-0.015647824853658676,0.0007677269750274718,0.027238795533776283,0.014715855941176414,-0.0498637780547142,testis
1445,0.04131055623292923,-0.017384158447384834,-0.05103122815489769,-0.047458749264478683,0.013023029081523418,0.00959550216794014,0.06233520433306694,0.04057313874363899,-0.0049706981517374516,-0.03405014052987099,-0.03729651868343353,0.03005353733897209,-0.007170615717768669,0.03898651525378227,0.02399362064898014,-0.040251780301332474,-0.025568179786205292,-0.017051193863153458,-0.02373872697353363,0.024545494467020035,-0.001147648086771369,0.05756709724664688,-0.022138236090540886,-0.005464962683618069,-0.035407956689596176,0.04520181939005852,0.04332311078906059,-0.022790465503931046,0.08503720164299011,0.031490154564380646,-0.05786577984690666,-0.04468560963869095,stomach
1068,0.06989210844039917,0.047458309680223465,-0.012692054733633995,-0.06099141016602516,0.01958101987838745,-0.07383202761411667,-0.03833742067217827,-0.04648052155971527,0.033628176897764206,0.012443078681826591,-0.08586728572845459,0.008259864524006844,0.01605609431862831,0.056022122502326965,0.0017577121034264565,0.006597241386771202,-0.01645246520638466,0.056215886026620865,-0.029206931591033936,-0.07486927509307861,-0.02594509907066822,-0.037794604897499084,0.04592930153012276,0.0526510626077652,-0.03864983096718788,0.02437497489154339,-0.009276176802814007,-0.07392582297325134,-0.032729946076869965,-0.02553941123187542,0.005893152207136154,-0.02086392417550087,adrenal_gland
1133,-0.04390240088105202,-0.028967570513486862,0.05301477387547493,0.04326909780502319,0.03067748248577118,0.030975932255387306,0.06328283250331879,0.005367761477828026,0.0017021875828504562,0.022092781960964203,-0.04800649359822273,0.029250523075461388,-0.04549655318260193,0.08328567445278168,0.00830163899809122,-0.014022110030055046,-0.0851006880402565,0.050800781697034836,-0.008156566880643368,-0.06547225266695023,0.029000192880630493,0.0748167335987091,0.025082910433411598,-0.008991950191557407,-0.034041740000247955,0.004526607226580381,0.004068286623805761,-0.022453710436820984,0.017898444086313248,0.014311964623630047,-0.026053622364997864,-0.005328717641532421,thyroid
1773,-0.028452018275856972,0.03870769217610359,-0.025491520762443542,0.04898625612258911,0.0049276575446128845,0.052180953323841095,0.07587796449661255,-0.023566419258713722,-0.0659615620970726,0.014171510003507137,-0.007091849111020565,-0.039976801723241806,-0.018640751019120216,-0.044248923659324646,-0.05799290910363197,-0.020528100430965424,-0.035381656140089035,0.011285046115517616,-0.03291609138250351,-0.04187753424048424,-0.0323578417301178,0.03561924397945404,-0.01763349212706089,0.09590112417936325,-0.08696884661912918,-0.011402386240661144,-0.04589047655463219,0.04264010488986969,0.013761467300355434,-0.06196845322847366,0.06836562603712082,0.1052972674369812,whole_blood
772,0.03500817343592644,0.030533744022250175,-0.04477991536259651,0.015940813347697258,-0.027946073561906815,0.005611153785139322,-0.06174902245402336,-0.03110469877719879,-0.01149610336869955,0.053634416311979294,-0.01791318692266941,-0.01627667061984539,-0.000909817754290998,-0.05604948848485947,0.06782923638820648,0.060355499386787415,0.03362302854657173,0.028042806312441826,-0.008496038615703583,0.005441664718091488,-0.03819435462355614,-0.034258950501680374,0.017864856868982315,-0.05276957526803017,-0.005850344896316528,-0.04781684651970863,0.02954772859811783,0.04136648401618004,0.03578590229153633,0.01937207765877247,-0.02837352268397808,0.029380328953266144,brain_spinal_cord_cervical_c-1
1697,0.011966030113399029,0.016907071694731712,-0.038330987095832825,0.033839255571365356,0.009323611855506897,0.06093024089932442,-0.015651075169444084,-0.0113303754478693,-0.03979869186878204,-0.01912766881287098,-0.04218696802854538,0.04289695620536804,-0.007072970736771822,0.04247003048658371,-0.050976723432540894,0.013262688182294369,-0.027079548686742783,-0.004619669634848833,0.00260986783541739,-0.09570982307195663,0.060619957745075226,0.06866464763879776,0.024460282176733017,0.029862232506275177,0.014404883608222008,0.03613631799817085,-0.057372670620679855,0.024328166618943214,-0.0038265909533947706,-0.03861081227660179,0.01587364263832569,0.023134179413318634,nerve_tibial
788,0.03398117050528526,-0.006289561279118061,-0.034925512969493866,-0.07907405495643616,0.02861195243895054,0.001349043333902955,-0.023874925449490547,-0.01690954528748989,0.0344894677400589,-0.0003922302566934377,-0.021781103685498238,0.04611803591251373,0.0012603959767147899,-0.00819351989775896,0.038404885679483414,0.06857427954673767,0.04045004025101662,0.026734614744782448,0.02766358107328415,-0.03018375113606453,-0.012747183442115784,0.004907391965389252,0.02254577726125717,0.013825799338519573,-0.004730063956230879,-0.0015445821918547153,-0.021403934806585312,0.04809845611453056,0.050060708075761795,0.0455680787563324,-0.054914072155952454,-0.032347172498703,brain_frontal_cortex_ba9
757,-0.04149452969431877,-0.0041142976842820644,-0.002081484068185091,0.017699988558888435,-0.001496273442171514,-0.0887405052781105,-0.002634091302752495,0.02285684086382389,0.04756052419543266,0.0057673766277730465,-0.05573586747050285,0.01824413426220417,-0.006325798109173775,-0.014859999530017376,-0.006227546837180853,0.003439547959715128,0.051140766590833664,-0.06252416968345642,-0.00011576927499845624,-0.04422867298126221,-0.058338992297649384,-0.06064361706376076,0.02985074184834957,-0.023640330880880356,0.008429036475718021,0.0294099859893322,0.04981335997581482,-0.1456117480993271,-0.015011779963970184,0.006219624541699886,-0.0517912320792675,-0.09356936812400818,minor_salivary_gland
1457,0.04431398585438728,-0.017790168523788452,0.011449544690549374,-0.07777359336614609,-0.02051508240401745,-0.0008448195876553655,0.04834706708788872,0.07016317546367645,-0.01614365354180336,0.028099622577428818,0.019078124314546585,0.09854210913181305,0.03796303644776344,0.019166992977261543,0.0420999638736248,0.020169582217931747,0.03640977665781975,0.01577891781926155,0.05020386725664139,-0.0222555473446846,-0.03144766390323639,0.013674498535692692,-0.04564385488629341,-0.02121354267001152,0.04084169119596481,0.06666330993175507,0.06057872623205185,-0.06606445461511612,0.05553967133164406,0.016410179436206818,-0.09324542433023453,-0.015519817359745502,stomach
693,-0.07418220490217209,0.02902878448367119,0.00944963563233614,0.019288938492536545,-0.04190130904316902,0.025378020480275154,-0.01653044857084751,-0.017405647784471512,0.04287845641374588,-0.03218887373805046,-0.020313624292612076,0.022185655310750008,-0.010477118194103241,0.027409497648477554,-0.0054529644548892975,0.04728122800588608,0.10484279692173004,-0.002833736827597022,-0.023139987140893936,-0.040621593594551086,-0.0071540093049407005,-0.019322693347930908,0.06157531961798668,0.01402907446026802,-0.04637119174003601,-0.016978172585368156,0.04524170979857445,-0.0016330808866769075,0.03708183765411377,-0.001444303197786212,0.04750450700521469,0.06823418289422989,cells_cultured_fibroblasts
531,0.03137458115816116,0.02711033821105957,-0.04205825552344322,0.05638251081109047,0.05172419920563698,0.007272326387465,-0.026586784049868584,-0.04548102989792824,-0.03102187067270279,0.026882806792855263,-0.0788678526878357,-0.0004398460150696337,-0.02959280274808407,0.002089254790917039,-0.07771401107311249,0.04474413022398949,0.0005477569065988064,0.05399854853749275,-0.022660691291093826,0.0006839482812210917,-0.018066491931676865,0.04446718096733093,0.033223241567611694,0.010157809592783451,-0.031228458508849144,-0.037394165992736816,-0.029349517077207565,0.011098958551883698,-0.0033902504947036505,0.04347608610987663,0.010422447696328163,-0.0776936337351799,breast_mammary_tissue
256,0.022733574733138084,-0.07274850457906723,-0.015181356109678745,-0.02698909118771553,0.04449792206287384,0.015618241392076015,-0.027567533776164055,-0.0008611102821305394,-0.043413981795310974,-0.03884035721421242,-0.0009561381302773952,0.04411561042070389,0.038936298340559006,0.027741963043808937,-0.0370003767311573,0.00915621593594551,0.03400313854217529,-0.009297668002545834,-0.026463579386472702,0.04831342771649361,0.06601046025753021,-0.01450329553335905,-0.07530051469802856,0.08765943348407745,0.023466965183615685,0.026280172169208527,-0.0008871469181030989,0.007369475904852152,0.02268555387854576,0.0015139637980610132,-0.015196293592453003,0.011323130689561367,artery_tibial
947,0.013098367489874363,0.059476833790540695,-0.05913156643509865,-0.03424278274178505,0.045161161571741104,-0.05685371905565262,0.02057071588933468,-0.00476094288751483,0.0008567014592699707,0.022497795522212982,-0.040794599801301956,-0.009890475310385227,0.03450629487633705,0.0026755454018712044,0.07251931726932526,0.030595088377594948,0.025640055537223816,0.026822159066796303,0.056231413036584854,-0.048970166593790054,-0.010104670189321041,0.04491240903735161,0.013393796980381012,0.01181828510016203,0.0036652199923992157,-0.06900931894779205,0.04321300610899925,-0.010915705002844334,0.023231247439980507,0.013023383915424347,-0.056416187435388565,0.007819551974534988,brain_nucleus_accumbens_basal_ganglia
922,0.07219579070806503,0.03207024186849594,-0.062129851430654526,-0.007219717837870121,0.05210496485233307,-0.05156354233622551,-0.03876080736517906,-0.004495308268815279,0.033594753593206406,-0.0013399901799857616,-0.05435315892100334,0.057254608720541,-0.0185554102063179,0.005731984041631222,0.10767727345228195,-0.004835492931306362,0.021928485482931137,0.042766496539115906,0.04259464144706726,-0.008506203070282936,-0.0087458910420537,0.03237452358007431,0.08246202021837234,-0.03724808618426323,-0.029361076653003693,-0.038188692182302475,0.037034742534160614,0.000837493222206831,0.03317512199282646,0.002246235031634569,-0.06231662258505821,0.06020159646868706,brain_nucleus_accumbens_basal_ganglia
