,platform,processor,num_threads,opt_round,epoch,time_tot_epoch_cpu,time_tot_bw_cpu,time_tot_epoch_wall,time_tot_bw_wall
31,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,22,38.46262841299995,32.51069110199978,0.8222954273223877,0.7283763885498047
32,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,23,38.98455871300007,32.96401614300021,0.8307757377624512,0.7356908321380615
33,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,24,39.895332392,34.08627616400008,0.8501017093658447,0.7597329616546631
34,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,25,38.15983108699993,32.460732017000055,0.8133635520935059,0.7223019599914551
35,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,26,37.85020493100001,32.29355864900026,0.8112783432006836,0.7232770919799805
36,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,27,37.74441769800001,31.98528701999976,0.7837216854095459,0.6952109336853027
37,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,28,38.790918465000004,33.218077125000036,0.8324785232543945,0.7454116344451904
38,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,29,37.9020235160001,32.32447535899996,0.808774471282959,0.7191801071166992
39,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,30,37.38545560900002,31.93634919399983,0.7759649753570557,0.690399169921875
40,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,31,38.473720948999926,32.66132059199981,0.8376522064208984,0.7454659938812256
41,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,32,38.51056061800023,32.623202214999765,0.8084962368011475,0.7158737182617188
42,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,33,37.974462542999845,32.213369917000364,0.7784929275512695,0.6871685981750488
43,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,34,38.38824349600009,32.52126843699989,0.7916386127471924,0.6981143951416016
44,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,35,38.182070437999755,32.42944490899981,0.8020472526550293,0.7109127044677734
45,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,36,38.052926106000086,32.285045830999934,0.8112881183624268,0.7211511135101318
46,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,37,38.711086699000134,32.8226155669995,0.8106184005737305,0.7180678844451904
47,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,38,37.798630523000156,31.919697212998926,0.7681241035461426,0.6735765933990479
48,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,39,37.28201011600004,31.642833586000506,0.7554206848144531,0.6687602996826172
49,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,40,37.29616852399977,31.377869971999644,0.7470290660858154,0.6510002613067627
50,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,41,43.39481601699981,37.75494568799968,0.8426568508148193,0.754784345626831
51,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,42,36.934316596999906,31.480494619000638,0.7392387390136719,0.6534373760223389
52,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,43,36.95880483500014,31.3816683390005,0.754490852355957,0.6683530807495117
53,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,44,37.13325882500021,31.653410161999545,0.7725560665130615,0.6861064434051514
54,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,45,37.30781378399979,31.924084083999787,0.7791492938995361,0.6927821636199951
55,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,46,37.86370287700038,32.16809273000081,0.7993338108062744,0.7076311111450195
56,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,47,37.3291528069999,31.55875295299893,0.7820339202880859,0.6914701461791992
57,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,48,37.10253285999988,31.40175476400009,0.7781527042388916,0.6889445781707764
58,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,49,36.97825286200032,31.31945136399918,0.7630500793457031,0.6760303974151611
59,Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,2,50,36.86662500400007,31.237909137999395,0.7645092010498047,0.6756296157836914
