platform,processor,num_threads,0,1,2
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,125,0.02886950500000296,0.034882307052612305
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,126,0.031276547000004484,0.03151392936706543
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,127,0.03429058200000412,0.034563302993774414
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,128,0.03147744699999322,0.03153419494628906
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,129,0.03396215699999772,0.03413128852844238
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,130,0.033243370000000994,0.03348231315612793
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,131,0.032415022999998655,0.03261876106262207
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,132,0.0313963039999976,0.03157520294189453
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,133,0.03152921600000269,0.03148603439331055
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,134,0.03140725300000469,0.031584739685058594
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,135,0.0315396609999965,0.031641483306884766
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,136,0.03143875700000365,0.03152775764465332
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,137,0.031628824000002,0.03170633316040039
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,138,0.03173745800000205,0.03183126449584961
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,139,0.03210599599999853,0.03223466873168945
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,140,0.03159604100000024,0.03177070617675781
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,141,0.03197739499999841,0.03207898139953613
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,142,0.031559699999995416,0.03168296813964844
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,143,0.031512132999999665,0.0316009521484375
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,144,0.031381648999996514,0.03162193298339844
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,145,0.03220249499999994,0.03246140480041504
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,146,0.03344545099999863,0.03365731239318848
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,147,0.03435979300000014,0.0348207950592041
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,148,0.03289539700000432,0.033307552337646484
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,149,0.033152428999997596,0.033464908599853516
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,150,0.033277470000001586,0.03357410430908203
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,151,0.03201154700001041,0.032323598861694336
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,152,0.033862932999994655,0.0343170166015625
